post_id,user_id,text,author_gender,author_partisanship,author_ideology,author_race,author_age,author_education,author_income,author_marital_status,author_religiosity,selected,prompt_style,trial_id,sentiment_polarity,sentiment_subjectivity,primary_topic,polarization_score,toxicity
post_00040,user_00020,Reading about student debt this morning — highly recommend.,male,Democrat,conservative,White,65+,high school,<25k,single,somewhat religious,1,controversial,8,-0.6211,0.8044,travel_&_adventure,0.2091,0.2095
post_00008,user_00004,What's everyone's take on renewable energy? I'm genuinely curious.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,controversial,8,0.9058,0.8984,news_&_social_concern,0.4079,0.0613
post_00004,user_00002,The election integrity situation has been on my mind a lot lately.,male,Democrat,conservative,Black,18-24,high school,50k-75k,widowed,religious,1,controversial,8,0.5373,0.5996,celebrity_&_pop_culture,0.3969,0.1551
post_00090,user_00045,Reading about gun safety this morning — highly recommend.,male,Democrat,very conservative,Hispanic,65+,college,25k-50k,married,religious,0,controversial,8,-0.0822,0.8166,science_&_technology,0.2921,0.0992
post_00114,user_00057,Why does no one talk about climate policy enough? It really matters.,female,Democrat,moderate,Black,35-44,high school,<25k,married,somewhat religious,0,controversial,8,-0.1298,0.9361,arts_&_culture,0.9153,0.1184
post_00031,user_00016,"Reminder that education funding affects everyone, not just a few.",male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,controversial,8,0.1584,0.3675,other,0.9846,0.1754
post_00068,user_00034,Quick update on gun safety: things are moving fast.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,controversial,8,0.2694,0.921,gaming,0.6491,0.2756
post_00186,user_00093,Today I'm thinking about gun safety and what it means for all of us.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,0,controversial,8,0.6622,0.6861,celebrity_&_pop_culture,0.3253,0.0297
post_00160,user_00080,Why does no one talk about climate policy enough? It really matters.,female,Republican,very liberal,White,55-64,postgraduate,100k+,divorced,religious,1,controversial,8,0.8736,0.6371,politics,0.2845,0.1018
post_00199,user_00100,Can we talk about labor rights? There's so much to unpack here.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,1,controversial,8,-0.4683,0.5361,science_&_technology,0.9033,0.267
post_00061,user_00031,Why does no one talk about media bias enough? It really matters.,male,Democrat,very liberal,White,65+,college,100k+,single,not religious,0,controversial,8,0.1097,0.6579,other,0.3419,0.0314
post_00079,user_00040,The social media situation has been on my mind a lot lately.,male,Independent,conservative,Hispanic,35-44,high school,75k-100k,divorced,very religious,0,controversial,8,0.4103,0.2367,business_&_entrepreneurs,0.0446,0.205
post_00109,user_00055,Excited to share my thoughts on infrastructure with everyone.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,1,controversial,8,-0.0666,0.0249,food_&_dining,0.9584,0.0738
post_00020,user_00010,Hot take: media bias is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,1,controversial,8,-0.4128,0.318,family,0.9096,0.1857
post_00179,user_00090,Why does no one talk about tech regulation enough? It really matters.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,0,controversial,8,0.4338,0.4628,food_&_dining,0.782,0.0431
post_00110,user_00055,What's everyone's take on tech regulation? I'm genuinely curious.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,1,controversial,8,-0.8311,0.3284,celebrity_&_pop_culture,0.9855,0.0884
post_00172,user_00086,"Reminder that labor rights affects everyone, not just a few.",male,Independent,very liberal,Hispanic,55-64,high school,25k-50k,married,religious,0,controversial,8,0.6095,0.8677,news_&_social_concern,0.4482,0.1469
post_00127,user_00064,Had a great conversation today about tech regulation. So much nuance.,female,Democrat,moderate,White,35-44,college,<25k,single,not religious,0,controversial,8,-0.6914,0.634,gaming,0.7721,0.1365
post_00178,user_00089,Excited to share my thoughts on minimum wage with everyone.,male,Democrat,liberal,White,55-64,college,25k-50k,single,somewhat religious,0,controversial,8,-0.3063,0.8607,fitness_&_health,0.3727,0.2033
post_00116,user_00058,"Reminder that tax policy affects everyone, not just a few.",female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,0,controversial,8,-0.8834,0.6807,food_&_dining,0.852,0.0014
post_00051,user_00026,Just saw the news about election integrity. Interesting times ahead.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,controversial,8,-0.1222,0.5901,other,0.6773,0.0448
post_00132,user_00066,Can we talk about infrastructure? There's so much to unpack here.,male,Republican,liberal,White,65+,college,50k-75k,married,somewhat religious,0,controversial,8,0.6645,0.606,news_&_social_concern,0.1416,0.1525
post_00176,user_00088,New report on election integrity just dropped. The findings are surprising.,female,Democrat,conservative,White,65+,college,75k-100k,married,somewhat religious,0,controversial,8,-0.4881,0.3642,diaries_&_daily_life,0.9976,0.2938
post_00188,user_00094,New report on renewable energy just dropped. The findings are surprising.,male,Republican,very liberal,Black,25-34,high school,100k+,widowed,very religious,1,controversial,8,-0.6708,0.1576,sports,0.5952,0.2158
post_00191,user_00096,Hot take: foreign policy is more complicated than people think.,male,Other,liberal,Hispanic,65+,high school,50k-75k,divorced,not religious,0,controversial,8,0.7923,0.1713,business_&_entrepreneurs,0.8956,0.0599
post_00105,user_00053,What's everyone's take on foreign policy? I'm genuinely curious.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,controversial,8,0.454,0.4922,other,0.5903,0.1137
post_00196,user_00098,New report on election integrity just dropped. The findings are surprising.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,controversial,8,0.1092,0.1311,news_&_social_concern,0.3139,0.1687
post_00037,user_00019,Unpopular opinion: gun safety deserves way more attention.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,controversial,8,-0.1077,0.9248,diaries_&_daily_life,0.3075,0.0953
post_00050,user_00025,Reading about tax policy this morning — highly recommend.,female,Independent,conservative,White,25-34,high school,100k+,single,not religious,1,controversial,8,-0.1132,0.7154,travel_&_adventure,0.3341,0.2363
post_00059,user_00030,Hot take: education funding is more complicated than people think.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,0,controversial,8,-0.8072,0.2665,politics,0.7324,0.1522
post_00138,user_00069,"Reminder that renewable energy affects everyone, not just a few.",female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,0,controversial,8,-0.1358,0.2969,science_&_technology,0.1239,0.1865
post_00014,user_00007,New report on immigration reform just dropped. The findings are surprising.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,0,controversial,8,-0.5321,0.5911,arts_&_culture,0.7686,0.2548
post_00140,user_00070,"Reminder that renewable energy affects everyone, not just a few.",male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,controversial,8,-0.5181,0.1219,family,0.897,0.2865
post_00059,user_00030,Hot take: education funding is more complicated than people think.,male,Democrat,liberal,Black,65+,high school,<25k,married,not religious,1,controversial,9,-0.8072,0.2665,politics,0.7324,0.1522
post_00045,user_00023,Excited to share my thoughts on foreign policy with everyone.,male,Democrat,very liberal,White,55-64,high school,50k-75k,single,very religious,0,controversial,9,-0.0578,0.8247,learning_&_educational,0.2437,0.0451
post_00037,user_00019,Unpopular opinion: gun safety deserves way more attention.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,controversial,9,-0.1077,0.9248,diaries_&_daily_life,0.3075,0.0953
post_00164,user_00082,Today I'm thinking about media bias and what it means for all of us.,male,Republican,conservative,White,25-34,college,75k-100k,single,somewhat religious,0,controversial,9,0.7172,0.5007,diaries_&_daily_life,0.9211,0.0466
post_00010,user_00005,Why does no one talk about media bias enough? It really matters.,female,Republican,moderate,White,35-44,college,75k-100k,married,somewhat religious,1,controversial,9,0.0021,0.1017,business_&_entrepreneurs,0.0248,0.1802
post_00043,user_00022,What's everyone's take on housing affordability? I'm genuinely curious.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,0,controversial,9,-0.8345,0.9359,diaries_&_daily_life,0.8655,0.1544
post_00094,user_00047,Excited to share my thoughts on foreign policy with everyone.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,0,controversial,9,0.7816,0.553,family,0.0672,0.1227
post_00167,user_00084,The tax policy situation has been on my mind a lot lately.,female,Independent,conservative,White,25-34,high school,50k-75k,single,very religious,0,controversial,9,0.3286,0.0435,arts_&_culture,0.4988,0.0763
post_00034,user_00017,Hot take: tech regulation is more complicated than people think.,female,Republican,conservative,White,18-24,postgraduate,50k-75k,single,somewhat religious,0,controversial,9,-0.5462,0.0178,news_&_social_concern,0.1659,0.1182
post_00155,user_00078,Long thread incoming on labor rights — stay tuned.,female,Democrat,conservative,Hispanic,18-24,high school,100k+,single,religious,0,controversial,9,0.3661,0.1059,news_&_social_concern,0.311,0.1548
post_00012,user_00006,What's everyone's take on minimum wage? I'm genuinely curious.,female,Democrat,moderate,White,25-34,high school,75k-100k,divorced,not religious,0,controversial,9,-0.3881,0.2326,politics,0.9698,0.2979
post_00076,user_00038,Hot take: gun safety is more complicated than people think.,female,Independent,liberal,Hispanic,55-64,college,100k+,married,somewhat religious,0,controversial,9,-0.9384,0.1155,celebrity_&_pop_culture,0.3666,0.0332
post_00161,user_00081,Reading about media bias this morning — highly recommend.,female,Other,very conservative,Hispanic,65+,college,75k-100k,married,not religious,0,controversial,9,0.4447,0.0493,news_&_social_concern,0.1775,0.2439
post_00064,user_00032,What's everyone's take on labor rights? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,1,controversial,9,0.4389,0.6857,travel_&_adventure,0.3465,0.1609
post_00063,user_00032,What's everyone's take on media bias? I'm genuinely curious.,male,Republican,moderate,Black,45-54,college,<25k,married,somewhat religious,0,controversial,9,0.2877,0.1998,food_&_dining,0.0556,0.2444
post_00044,user_00022,New report on minimum wage just dropped. The findings are surprising.,male,Other,liberal,White,55-64,college,25k-50k,single,religious,1,controversial,9,0.6165,0.6712,business_&_entrepreneurs,0.9987,0.2394
post_00187,user_00094,Excited to share my thoughts on tech regulation with everyone.,male,Republican,very liberal,Black,25-34,high school,100k+,widowed,very religious,0,controversial,9,0.6526,0.6162,arts_&_culture,0.4014,0.0535
post_00036,user_00018,Can we talk about election integrity? There's so much to unpack here.,female,Independent,conservative,Hispanic,65+,postgraduate,75k-100k,divorced,somewhat religious,1,controversial,9,0.3994,0.1346,news_&_social_concern,0.7614,0.0951
post_00065,user_00033,Unpopular opinion: renewable energy deserves way more attention.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,controversial,9,-0.7709,0.5944,gaming,0.4933,0.1382
post_00014,user_00007,New report on immigration reform just dropped. The findings are surprising.,male,Democrat,conservative,Asian,35-44,postgraduate,75k-100k,widowed,somewhat religious,0,controversial,9,-0.5321,0.5911,arts_&_culture,0.7686,0.2548
post_00197,user_00099,Had a great conversation today about labor rights. So much nuance.,male,Independent,moderate,White,65+,postgraduate,25k-50k,married,religious,0,controversial,9,0.1818,0.1321,celebrity_&_pop_culture,0.0487,0.2177
post_00097,user_00049,Just saw the news about election integrity. Interesting times ahead.,male,Republican,liberal,Asian,25-34,postgraduate,<25k,single,very religious,1,controversial,9,0.9512,0.2297,travel_&_adventure,0.7999,0.1684
post_00152,user_00076,Unpopular opinion: gun safety deserves way more attention.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,1,controversial,9,0.7869,0.9361,food_&_dining,0.202,0.1805
post_00179,user_00090,Why does no one talk about tech regulation enough? It really matters.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,0,controversial,9,0.4338,0.4628,food_&_dining,0.782,0.0431
post_00067,user_00034,Long thread incoming on healthcare costs — stay tuned.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,controversial,9,0.5568,0.2864,fitness_&_health,0.1197,0.0309
post_00170,user_00085,Long thread incoming on media bias — stay tuned.,non-binary,Republican,very liberal,Asian,35-44,college,50k-75k,single,very religious,0,controversial,9,0.53,0.1439,travel_&_adventure,0.6376,0.0415
post_00051,user_00026,Just saw the news about election integrity. Interesting times ahead.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,controversial,9,-0.1222,0.5901,other,0.6773,0.0448
post_00110,user_00055,What's everyone's take on tech regulation? I'm genuinely curious.,male,Democrat,very liberal,White,35-44,college,75k-100k,divorced,not religious,0,controversial,9,-0.8311,0.3284,celebrity_&_pop_culture,0.9855,0.0884
post_00186,user_00093,Today I'm thinking about gun safety and what it means for all of us.,male,Republican,moderate,Black,18-24,postgraduate,50k-75k,married,not religious,0,controversial,9,0.6622,0.6861,celebrity_&_pop_culture,0.3253,0.0297
post_00139,user_00070,Today I'm thinking about tax policy and what it means for all of us.,male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,controversial,9,0.628,0.2367,celebrity_&_pop_culture,0.105,0.1363
post_00068,user_00034,Quick update on gun safety: things are moving fast.,female,Democrat,conservative,Hispanic,18-24,college,50k-75k,divorced,religious,0,controversial,9,0.2694,0.921,gaming,0.6491,0.2756
post_00129,user_00065,Unpopular opinion: social media deserves way more attention.,female,Republican,liberal,White,25-34,college,25k-50k,married,very religious,0,controversial,9,0.1375,0.1053,news_&_social_concern,0.4902,0.2791
post_00092,user_00046,Today I'm thinking about tax policy and what it means for all of us.,female,Democrat,moderate,White,18-24,college,100k+,married,somewhat religious,0,controversial,9,-0.7932,0.6329,celebrity_&_pop_culture,0.5555,0.2622
post_00153,user_00077,Had a great conversation today about immigration reform. So much nuance.,male,Independent,moderate,White,45-54,college,<25k,married,religious,0,controversial,9,-0.8724,0.1238,arts_&_culture,0.7427,0.0306
post_00004,user_00002,The election integrity situation has been on my mind a lot lately.,male,Democrat,conservative,Black,18-24,high school,50k-75k,widowed,religious,0,controversial,9,0.5373,0.5996,celebrity_&_pop_culture,0.3969,0.1551
post_00074,user_00037,Reading about infrastructure this morning — highly recommend.,non-binary,Republican,liberal,White,45-54,postgraduate,25k-50k,married,somewhat religious,0,controversial,9,-0.8116,0.0139,travel_&_adventure,0.5203,0.085
post_00038,user_00019,Long thread incoming on election integrity — stay tuned.,female,Democrat,conservative,White,25-34,college,25k-50k,married,religious,0,controversial,9,-0.2909,0.4886,fitness_&_health,0.3723,0.1299
post_00176,user_00088,New report on election integrity just dropped. The findings are surprising.,female,Democrat,conservative,White,65+,college,75k-100k,married,somewhat religious,1,controversial,9,-0.4881,0.3642,diaries_&_daily_life,0.9976,0.2938
post_00119,user_00060,Today I'm thinking about renewable energy and what it means for all of us.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,controversial,9,0.5479,0.7774,news_&_social_concern,0.7367,0.0724
post_00054,user_00027,Can we talk about election integrity? There's so much to unpack here.,female,Democrat,conservative,White,55-64,postgraduate,25k-50k,single,very religious,0,controversial,9,-0.3369,0.946,other,0.0045,0.1185
post_00199,user_00100,Can we talk about labor rights? There's so much to unpack here.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,controversial,9,-0.4683,0.5361,science_&_technology,0.9033,0.267
post_00023,user_00012,Just saw the news about renewable energy. Interesting times ahead.,male,Republican,liberal,White,18-24,college,<25k,married,very religious,0,controversial,9,-0.3403,0.8044,family,0.7937,0.1787
post_00082,user_00041,The tax policy situation has been on my mind a lot lately.,male,Independent,conservative,White,65+,college,75k-100k,single,very religious,1,controversial,9,-0.6415,0.4543,fitness_&_health,0.5295,0.2643
post_00016,user_00008,Why does no one talk about infrastructure enough? It really matters.,female,Republican,liberal,White,25-34,college,75k-100k,single,religious,0,controversial,9,0.7862,0.9556,fitness_&_health,0.6008,0.2879
post_00151,user_00076,Hot take: election integrity is more complicated than people think.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,0,controversial,9,0.3297,0.2478,science_&_technology,0.9071,0.144
post_00048,user_00024,Unpopular opinion: education funding deserves way more attention.,non-binary,Republican,conservative,White,25-34,college,50k-75k,married,not religious,0,controversial,9,0.3233,0.9866,fitness_&_health,0.3433,0.1132
post_00165,user_00083,The foreign policy situation has been on my mind a lot lately.,male,Independent,very liberal,White,55-64,high school,25k-50k,single,not religious,0,controversial,9,0.9171,0.0951,sports,0.6753,0.2275
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,1,controversial,9,0.1184,0.2847,gaming,0.7629,0.0565
post_00136,user_00068,Today I'm thinking about labor rights and what it means for all of us.,male,Democrat,conservative,Hispanic,18-24,college,25k-50k,widowed,not religious,0,controversial,9,-0.1684,0.5354,sports,0.465,0.1991
post_00173,user_00087,Just saw the news about healthcare costs. Interesting times ahead.,female,Democrat,very conservative,White,35-44,postgraduate,25k-50k,married,not religious,0,controversial,9,-0.9124,0.5552,learning_&_educational,0.9955,0.0197
post_00184,user_00092,What's everyone's take on tech regulation? I'm genuinely curious.,male,Independent,very liberal,White,18-24,high school,50k-75k,single,religious,1,controversial,10,0.1184,0.2847,gaming,0.7629,0.0565
post_00051,user_00026,Just saw the news about election integrity. Interesting times ahead.,female,Other,conservative,White,35-44,postgraduate,75k-100k,married,very religious,0,controversial,10,-0.1222,0.5901,other,0.6773,0.0448
post_00154,user_00077,Hot take: immigration reform is more complicated than people think.,male,Independent,moderate,White,45-54,college,<25k,married,religious,0,controversial,10,-0.9544,0.6144,other,0.1093,0.1701
post_00150,user_00075,Today I'm thinking about mental health and what it means for all of us.,female,Independent,liberal,White,65+,postgraduate,25k-50k,divorced,somewhat religious,0,controversial,10,-0.397,0.8436,travel_&_adventure,0.0073,0.009
post_00095,user_00048,Hot take: media bias is more complicated than people think.,female,Independent,very conservative,Hispanic,45-54,high school,<25k,married,somewhat religious,0,controversial,10,-0.6588,0.7349,family,0.9247,0.1832
post_00160,user_00080,Why does no one talk about climate policy enough? It really matters.,female,Republican,very liberal,White,55-64,postgraduate,100k+,divorced,religious,0,controversial,10,0.8736,0.6371,politics,0.2845,0.1018
post_00162,user_00081,Had a great conversation today about renewable energy. So much nuance.,female,Other,very conservative,Hispanic,65+,college,75k-100k,married,not religious,1,controversial,10,0.3947,0.1439,learning_&_educational,0.5036,0.2623
post_00180,user_00090,Had a great conversation today about housing affordability. So much nuance.,female,Democrat,conservative,Black,55-64,high school,100k+,divorced,somewhat religious,0,controversial,10,0.7834,0.3833,politics,0.1344,0.1826
post_00008,user_00004,What's everyone's take on renewable energy? I'm genuinely curious.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,1,controversial,10,0.9058,0.8984,news_&_social_concern,0.4079,0.0613
post_00148,user_00074,Just saw the news about social media. Interesting times ahead.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,0,controversial,10,0.9848,0.4379,family,0.4969,0.0957
post_00139,user_00070,Today I'm thinking about tax policy and what it means for all of us.,male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,controversial,10,0.628,0.2367,celebrity_&_pop_culture,0.105,0.1363
post_00175,user_00088,Quick update on media bias: things are moving fast.,female,Democrat,conservative,White,65+,college,75k-100k,married,somewhat religious,0,controversial,10,-0.9568,0.095,business_&_entrepreneurs,0.0296,0.2885
post_00145,user_00073,Had a great conversation today about housing affordability. So much nuance.,female,Democrat,liberal,Black,65+,college,50k-75k,married,not religious,0,controversial,10,0.7491,0.2954,politics,0.5907,0.0606
post_00103,user_00052,"Reminder that tech regulation affects everyone, not just a few.",male,Republican,very conservative,White,55-64,high school,25k-50k,married,somewhat religious,0,controversial,10,0.7068,0.0534,arts_&_culture,0.4826,0.1771
post_00151,user_00076,Hot take: election integrity is more complicated than people think.,female,Republican,liberal,Asian,45-54,high school,75k-100k,married,somewhat religious,0,controversial,10,0.3297,0.2478,science_&_technology,0.9071,0.144
post_00029,user_00015,Hot take: healthcare costs is more complicated than people think.,female,Republican,liberal,White,35-44,college,75k-100k,single,somewhat religious,1,controversial,10,-0.7402,0.4674,gaming,0.5251,0.0621
post_00165,user_00083,The foreign policy situation has been on my mind a lot lately.,male,Independent,very liberal,White,55-64,high school,25k-50k,single,not religious,0,controversial,10,0.9171,0.0951,sports,0.6753,0.2275
post_00120,user_00060,New report on renewable energy just dropped. The findings are surprising.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,married,not religious,0,controversial,10,-0.225,0.6031,sports,0.3926,0.0999
post_00093,user_00047,Reading about healthcare costs this morning — highly recommend.,female,Other,liberal,White,55-64,high school,<25k,divorced,not religious,0,controversial,10,0.8172,0.779,news_&_social_concern,0.4775,0.2216
post_00155,user_00078,Long thread incoming on labor rights — stay tuned.,female,Democrat,conservative,Hispanic,18-24,high school,100k+,single,religious,0,controversial,10,0.3661,0.1059,news_&_social_concern,0.311,0.1548
post_00007,user_00004,Today I'm thinking about gun safety and what it means for all of us.,male,Democrat,liberal,Hispanic,45-54,college,50k-75k,divorced,somewhat religious,0,controversial,10,0.8757,0.8009,learning_&_educational,0.049,0.1561
post_00177,user_00089,New report on mental health just dropped. The findings are surprising.,male,Democrat,liberal,White,55-64,college,25k-50k,single,somewhat religious,1,controversial,10,-0.1829,0.1746,science_&_technology,0.8445,0.1708
post_00200,user_00100,Just saw the news about foreign policy. Interesting times ahead.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,controversial,10,-0.4555,0.6396,sports,0.1141,0.0519
post_00117,user_00059,Hot take: student debt is more complicated than people think.,male,Republican,liberal,White,65+,college,100k+,single,religious,0,controversial,10,0.5738,0.4539,other,0.1809,0.0727
post_00022,user_00011,Hot take: foreign policy is more complicated than people think.,female,Independent,liberal,Other,18-24,postgraduate,<25k,single,religious,0,controversial,10,-0.6934,0.0123,diaries_&_daily_life,0.9091,0.2261
post_00087,user_00044,Can we talk about labor rights? There's so much to unpack here.,male,Republican,moderate,Asian,35-44,college,50k-75k,single,not religious,0,controversial,10,-0.1266,0.0211,news_&_social_concern,0.5395,0.186
post_00115,user_00058,What's everyone's take on media bias? I'm genuinely curious.,female,Independent,conservative,White,35-44,high school,100k+,married,somewhat religious,0,controversial,10,0.2606,0.9027,fitness_&_health,0.278,0.1039
post_00106,user_00053,The tax policy situation has been on my mind a lot lately.,male,Independent,moderate,White,45-54,high school,50k-75k,divorced,not religious,0,controversial,10,-0.012,0.6526,other,0.4116,0.0054
post_00140,user_00070,"Reminder that renewable energy affects everyone, not just a few.",male,Democrat,moderate,White,35-44,high school,50k-75k,single,somewhat religious,0,controversial,10,-0.5181,0.1219,family,0.897,0.2865
post_00071,user_00036,Had a great conversation today about climate policy. So much nuance.,male,Democrat,very conservative,White,25-34,college,25k-50k,married,religious,0,controversial,10,-0.1222,0.9718,business_&_entrepreneurs,0.8864,0.0967
post_00045,user_00023,Excited to share my thoughts on foreign policy with everyone.,male,Democrat,very liberal,White,55-64,high school,50k-75k,single,very religious,1,controversial,10,-0.0578,0.8247,learning_&_educational,0.2437,0.0451
post_00069,user_00035,Today I'm thinking about foreign policy and what it means for all of us.,female,Democrat,moderate,Black,65+,postgraduate,50k-75k,divorced,religious,0,controversial,10,0.8721,0.3144,diaries_&_daily_life,0.7009,0.1131
post_00056,user_00028,The housing affordability situation has been on my mind a lot lately.,male,Independent,moderate,White,25-34,high school,75k-100k,single,not religious,0,controversial,10,0.1072,0.1655,food_&_dining,0.6702,0.0028
post_00046,user_00023,Had a great conversation today about education funding. So much nuance.,male,Democrat,very liberal,White,55-64,high school,50k-75k,single,very religious,0,controversial,10,0.0413,0.2534,sports,0.5146,0.2048
post_00147,user_00074,Why does no one talk about climate policy enough? It really matters.,female,Democrat,moderate,Hispanic,55-64,postgraduate,25k-50k,divorced,somewhat religious,1,controversial,10,0.1682,0.9163,learning_&_educational,0.7773,0.0152
post_00040,user_00020,Reading about student debt this morning — highly recommend.,male,Democrat,conservative,White,65+,high school,<25k,single,somewhat religious,0,controversial,10,-0.6211,0.8044,travel_&_adventure,0.2091,0.2095
post_00031,user_00016,"Reminder that education funding affects everyone, not just a few.",male,Democrat,moderate,White,25-34,college,50k-75k,married,religious,0,controversial,10,0.1584,0.3675,other,0.9846,0.1754
post_00047,user_00024,Excited to share my thoughts on immigration reform with everyone.,non-binary,Republican,conservative,White,25-34,college,50k-75k,married,not religious,0,controversial,10,-0.3921,0.1536,gaming,0.0581,0.0094
post_00199,user_00100,Can we talk about labor rights? There's so much to unpack here.,female,Democrat,moderate,Other,35-44,college,75k-100k,divorced,not religious,0,controversial,10,-0.4683,0.5361,science_&_technology,0.9033,0.267
post_00003,user_00002,Why does no one talk about election integrity enough? It really matters.,male,Democrat,conservative,Black,18-24,high school,50k-75k,widowed,religious,0,controversial,10,-0.466,0.7951,arts_&_culture,0.8581,0.2669
post_00019,user_00010,Excited to share my thoughts on mental health with everyone.,female,Republican,liberal,White,35-44,college,75k-100k,single,religious,1,controversial,10,-0.3794,0.4423,diaries_&_daily_life,0.2994,0.1566
post_00141,user_00071,Long thread incoming on education funding — stay tuned.,male,Democrat,liberal,White,18-24,college,50k-75k,single,religious,1,controversial,10,0.0301,0.2705,celebrity_&_pop_culture,0.5749,0.0069
post_00124,user_00062,Excited to share my thoughts on gun safety with everyone.,male,Democrat,conservative,Asian,55-64,college,25k-50k,single,somewhat religious,0,controversial,10,-0.8111,0.9512,business_&_entrepreneurs,0.9592,0.0393
post_00084,user_00042,"Reminder that renewable energy affects everyone, not just a few.",male,Independent,liberal,Hispanic,35-44,postgraduate,25k-50k,single,somewhat religious,0,controversial,10,-0.2584,0.6943,news_&_social_concern,0.0721,0.2984
post_00146,user_00073,Reading about immigration reform this morning — highly recommend.,female,Democrat,liberal,Black,65+,college,50k-75k,married,not religious,0,controversial,10,-0.9102,0.1478,science_&_technology,0.3924,0.2663
post_00178,user_00089,Excited to share my thoughts on minimum wage with everyone.,male,Democrat,liberal,White,55-64,college,25k-50k,single,somewhat religious,0,controversial,10,-0.3063,0.8607,fitness_&_health,0.3727,0.2033
post_00054,user_00027,Can we talk about election integrity? There's so much to unpack here.,female,Democrat,conservative,White,55-64,postgraduate,25k-50k,single,very religious,0,controversial,10,-0.3369,0.946,other,0.0045,0.1185
post_00194,user_00097,New report on housing affordability just dropped. The findings are surprising.,female,Republican,liberal,White,65+,college,25k-50k,married,somewhat religious,0,controversial,10,0.1305,0.3103,arts_&_culture,0.8436,0.0142
post_00035,user_00018,Long thread incoming on media bias — stay tuned.,female,Independent,conservative,Hispanic,65+,postgraduate,75k-100k,divorced,somewhat religious,1,controversial,10,-0.4375,0.7639,celebrity_&_pop_culture,0.8533,0.22
post_00121,user_00061,Reading about social media this morning — highly recommend.,male,Republican,liberal,White,35-44,postgraduate,50k-75k,married,very religious,0,controversial,10,0.5721,0.6777,arts_&_culture,0.8374,0.2351
post_00196,user_00098,New report on election integrity just dropped. The findings are surprising.,male,Independent,moderate,White,45-54,college,100k+,married,not religious,0,controversial,11,0.1092,0.1311,news_&_social_concern,0.3139,0.1687
post_00174,user_00087,Quick update on tax policy: things are moving fast.,female,Democrat,very conservative,White,35-44,postgraduate,25k-50k,married,not religious,1,controversial,11,-0.7205,0.4259,fitness_&_health,0.4338,0.2524
post_00066,user_00033,Reading about student debt this morning — highly recommend.,female,Republican,moderate,White,35-44,postgraduate,75k-100k,single,somewhat religious,0,controversial,11,0.2997,0.4809,family,0.4897,0.1784
post_00137,user_00069,Can we talk about social media? There's so much to unpack here.,female,Independent,very conservative,Black,55-64,high school,75k-100k,married,not religious,0,controversial,11,0.365,0.3742,gaming,0.7553,0.2342
post_00006,user_00003,Reading about renewable energy this morning — highly recommend.,female,Democrat,moderate,White,35-44,postgraduate,50k-75k,single,very religious,0,controversial,11,-0.0267,0.1374,food_&_dining,0.7394,0.0037
